"convocation","years","first_name","last_name","counter","x","y"
5,"2006-2007","Руслана","Лижичко","1",5,14
5,"2006-2007","Ігор","Лисов","1",6,14
5,"2006-2007","Леонід","Литвинов","1",7,14
5,"2006-2007","Володимир","Личук","1",8,14
5,"2006-2007","Олексій","Логвиненко","1",9,14
5,"2006-2007","Андрій","Лопушанський","1",10,14
5,"2006-2007","Владислав","Лук'янов","1",1,15
5,"2006-2007","Руслан","Лук'янчук","1",2,15
5,"2006-2007","Олена","Лукаш","1",3,15
5,"2006-2007","Максим","Луцький","1",4,15
5,"2006-2007","Олег","Ляшко","1",5,15
5,"2006-2007","Юрій","Мірошниченко","1",6,15
5,"2006-2007","Ігор","Мітрошкін","1",7,15
5,"2006-2007","Сергій","Міщенко","1",8,15
5,"2006-2007","Володимир","Макієнко","1",9,15
5,"2006-2007","Володимир","Малишев","1",10,15
5,"2006-2007","Володимир","Мальцев","1",1,16
5,"2006-2007","Григорій","Маньковський","1",2,16
5,"2006-2007","Володимир","Марущенко","1",3,16
5,"2006-2007","Валерія","Матюха","1",4,16
5,"2006-2007","Станіслав","Мельник","1",5,16
5,"2006-2007","Ярослав","Мендусь","1",6,16
5,"2006-2007","Михайло","Мироненко","1",7,16
5,"2006-2007","Сергій","Момот","1",8,16
5,"2006-2007","Уляна","Мостіпан","1",9,16
5,"2006-2007","Орест","Муц","1",10,16
5,"2006-2007","Олег","Надоша","1",1,17
5,"2006-2007","Григорій","Немиря","1",2,17
5,"2006-2007","Олена","Нетецька","1",3,17
5,"2006-2007","Юрій","Одарченко","1",4,17
5,"2006-2007","Володимир","Олійник","1",5,17
5,"2006-2007","Святослав","Олійник","1",6,17
5,"2006-2007","Андрій","Орлов","1",7,17
5,"2006-2007","Андрій","Пінчук","1",8,17
5,"2006-2007","Святослав","Піскун","1",9,17
5,"2006-2007","В'ячеслав","Пєрєдєрій","1",10,17
5,"2006-2007","Сергій","Пачесюк","1",1,18
5,"2006-2007","Сергій","Пашинський","1",2,18
5,"2006-2007","Вадим","Петренко","1",3,18
5,"2006-2007","Петро","Петрик","1",4,18
5,"2006-2007","Борис","Петров","1",5,18
5,"2006-2007","Валерій","Петросов","1",6,18
5,"2006-2007","Микола","Петрук","1",7,18
5,"2006-2007","Валерій","Писаренко","1",8,18
5,"2006-2007","Олексій","Плотніков","1",9,18
5,"2006-2007","Сергій","Поліщук","1",10,18
5,"2006-2007","Володимир","Полохало","1",1,19
5,"2006-2007","Василь","Поляков","1",2,19
5,"2006-2007","Володимир","Поляченко","1",3,19
5,"2006-2007","Андрій","Портнов","1",4,19
5,"2006-2007","Ігор","Прасолов","1",5,19
5,"2006-2007","Антон","Пригодський","1",6,19
5,"2006-2007","Микола","Присяжнюк","1",7,19
5,"2006-2007","Дмитро","Притика","1",8,19
5,"2006-2007","Віктор","Прокопенко","1",9,19
5,"2006-2007","Наталія","Прокопович","1",10,19
5,"2006-2007","Едуард","Прутнік","1",1,20
5,"2006-2007","Артем","Пшонка","1",2,20
5,"2006-2007","Олексій","Радзієвський","1",3,20
5,"2006-2007","Олег","Радковський","1",4,20
5,"2006-2007","Арнольд","Радовець","1",5,20
5,"2006-2007","Михайло","Разгоняєв","1",6,20
5,"2006-2007","Ігор","Рибаков","1",7,20
5,"2006-2007","Сергій","Рижук","1",8,20
5,"2006-2007","Микола","Романюк","1",9,20
5,"2006-2007","Анатолій","Руднік","1",10,20
5,"2006-2007","Олександр","Рябека","1",1,21
5,"2006-2007","Іван","Сідельник","1",2,21
5,"2006-2007","Василь","Сільченко","1",3,21
5,"2006-2007","Геннадій","Савосін","1",4,21
5,"2006-2007","Олександр","Савчук","1",5,21
5,"2006-2007","Дмитро","Саламатін","1",6,21
5,"2006-2007","Юрій","Самойленко","1",7,21
5,"2006-2007","Андрій","Селіваров","1",8,21
5,"2006-2007","Андрій","Сенченко","1",9,21
5,"2006-2007","Микола","Сивульський","1",10,21
5,"2006-2007","Артем","Синиця","1",1,22
5,"2006-2007","Олександр","Скибінецький","1",2,22
5,"2006-2007","Станіслав","Скубашевський","1",3,22
5,"2006-2007","Володимир","Скубенко","1",4,22
5,"2006-2007","Володимир","Слободянюк","1",5,22
5,"2006-2007","Григорій","Смітюх","1",6,22
5,"2006-2007","Андрій","Сокіл","1",7,22
5,"2006-2007","Павло","Солтус","1",8,22
5,"2006-2007","Любов","Стасів","1",9,22
5,"2006-2007","Євгеній","Суслов","1",10,22
5,"2006-2007","Яків","Табачнік","1",1,23
5,"2006-2007","Володимир","Тарасов","1",2,23
5,"2006-2007","Ельбрус","Тедеєв","1",3,23
5,"2006-2007","Володимир","Ткаченко","1",4,23
5,"2006-2007","Володимир","Толстенко","1",5,23
5,"2006-2007","Юрій","Триндюк","1",6,23
5,"2006-2007","Сергій","Тулуб","1",7,23
5,"2006-2007","Ігор","Урбанський","1",8,23
5,"2006-2007","Володимир","Фалько","1",9,23
5,"2006-2007","Олексій","Федун","1",10,23
5,"2006-2007","Леонід","Фесенко","1",1,24
5,"2006-2007","Степан","Цапюк","1",2,24
5,"2006-2007","Петро","Цюрко","1",3,24
5,"2006-2007","Віталій","Чепинога","1",4,24
5,"2006-2007","Сергій","Червонописький","1",5,24
5,"2006-2007","Олександр","Черноморов","1",6,24
5,"2006-2007","Юрій","Чертков","1",7,24
5,"2006-2007","Юрій","Чмир","1",8,24
5,"2006-2007","Сергій","Чмирь","1",9,24
5,"2006-2007","Віталій","Чудновський","1",10,24
5,"2006-2007","Євген","Шаго","1",1,25
5,"2006-2007","Валерій","Шаманов","1",2,25
5,"2006-2007","Віктор","Швець","1",3,25
5,"2006-2007","Андрій","Шевченко","1",4,25
5,"2006-2007","Дмитро","Шенцев","1",5,25
5,"2006-2007","Олександр","Шепелев","1",6,25
5,"2006-2007","Зоя","Шишкіна","1",7,25
5,"2006-2007","Ігор","Шкіра","1",8,25
5,"2006-2007","Анатолій","Шкрібляк","1",9,25
5,"2006-2007","Зіновій","Шкутяк","1",10,25
5,"2006-2007","Дмитро","Шлемко","1",1,26
5,"2006-2007","Олена","Шустік","1",2,26
5,"2006-2007","Артем","Щербань","1",3,26
5,"2006-2007","Василь","Ядуха","1",4,26
5,"2006-2007","Микола","Якименко","1",5,26
5,"2006-2007","Микола","Яковина","1",6,26
5,"2006-2007","Віктор","Янукович","1",7,26
5,"2006-2007","Віктор","Янукович","1",8,26
5,"2006-2007","Володимир","Ярощук","1",9,26
5,"2006-2007","Олексій","Івченко","2",1,0
5,"2006-2007","Леонід","Ісаєв","2",2,0
5,"2006-2007","Олександр","Абдуллін","2",3,0
5,"2006-2007","Микола","Азаров","2",4,0
5,"2006-2007","Ігор","Алексєєв","2",5,0
5,"2006-2007","Юрій","Артеменко","2",6,0
5,"2006-2007","Оксана","Білозір","2",7,0
5,"2006-2007","Лев","Бірюк","2",8,0
5,"2006-2007","Микола","Баграєв","2",9,0
5,"2006-2007","Олександр","Баранівський","2",10,0
5,"2006-2007","Тетяна","Бахтеєва","2",1,-1
5,"2006-2007","Сергій","Бичков","2",2,-1
5,"2006-2007","Володимир","Бойко","2",3,-1
5,"2006-2007","Юрій","Болдирєв","2",4,-1
5,"2006-2007","Володимир","Бронніков","2",5,-1
5,"2006-2007","Степан","Бульба","2",6,-1
5,"2006-2007","Олександр","Буряк","2",7,-1
5,"2006-2007","Таріел","Васадзе","2",8,-1
5,"2006-2007","Олександр","Васильєв","2",9,-1
5,"2006-2007","Андрій","Веревський","2",10,-1
5,"2006-2007","Іван","Вернидубов","2",1,-2
5,"2006-2007","Михайло","Волинець","2",2,-2
5,"2006-2007","Євген","Гірник","2",3,-2
5,"2006-2007","Галина","Гармаш","2",4,-2
5,"2006-2007","Іван","Герасимов","2",5,-2
5,"2006-2007","Михайло","Гладій","2",6,-2
5,"2006-2007","Юрій","Гнаткевич","2",7,-2
5,"2006-2007","Василь","Горбаль","2",8,-2
5,"2006-2007","Олександр","Горошкевич","2",9,-2
5,"2006-2007","Леонід","Грач","2",10,-2
5,"2006-2007","Олег","Гуменюк","2",1,-3
5,"2006-2007","Василь","Гуреєв","2",2,-3
5,"2006-2007","Степан","Давимука","2",3,-3
5,"2006-2007","Мустафа","Джемілєв","2",4,-3
5,"2006-2007","Станіслав","Довгий","2",5,-3
5,"2006-2007","Тарас","Довгий","2",6,-3
5,"2006-2007","Давид","Жванія","2",7,-3
5,"2006-2007","Павло","Жебрівський","2",8,-3
5,"2006-2007","Костянтин","Жеваго","2",9,-3
5,"2006-2007","Валерія","Заклунна-Мироненко","2",10,-3
5,"2006-2007","Володимир","Заплатинський","2",1,-4
5,"2006-2007","Тетяна","Засуха","2",2,-4
5,"2006-2007","Роман","Зварич","2",3,-4
5,"2006-2007","Микола","Злочевський","2",4,-4
5,"2006-2007","Володимир","Зубанов","2",5,-4
5,"2006-2007","Михайло","Зубець","2",6,-4
5,"2006-2007","Валентин","Зубов","2",7,-4
5,"2006-2007","Григорій","Калетнік","2",8,-4
5,"2006-2007","Ігор","Кальніченко","2",9,-4
5,"2006-2007","Ніна","Карпачова","2",10,-4
5,"2006-2007","Микола","Катеринчук","2",1,-5
5,"2006-2007","Валерій","Келестин","2",2,-5
5,"2006-2007","Олександр","Кеменяш","2",3,-5
5,"2006-2007","Людмила","Кириченко","2",4,-5
5,"2006-2007","Леонід","Клімов","2",5,-5
5,"2006-2007","Андрій","Клюєв","2",6,-5
5,"2006-2007","Вячеслав","Коваль","2",7,-5
5,"2006-2007","Олексій","Козаченко","2",8,-5
5,"2006-2007","Микола","Комар","2",9,-5
5,"2006-2007","Євген","Константинов","2",10,-5
5,"2006-2007","Віталій","Корж","2",1,-6
5,"2006-2007","Олексій","Корсаков","2",2,-6
5,"2006-2007","Олексій","Костусєв","2",3,-6
5,"2006-2007","Микола","Круглов","2",4,-6
5,"2006-2007","Микола","Круць","2",5,-6
5,"2006-2007","Петро","Кузьменко","2",6,-6
5,"2006-2007","Сергій","Кузьменко","2",7,-6
5,"2006-2007","Анатолій","Кукоба","2",8,-6
5,"2006-2007","Микола","Кульчинський","2",9,-6
5,"2006-2007","Олексій","Кучеренко","2",10,-6
5,"2006-2007","Микола","Лісін","2",1,-7
5,"2006-2007","Володимир","Лановий","2",2,-7
5,"2006-2007","Євген","Лапін","2",3,-7
5,"2006-2007","Олексій","Лелюк","2",4,-7
5,"2006-2007","Олег","Лукашук","2",5,-7
5,"2006-2007","Ксенія","Ляпіна","2",6,-7
5,"2006-2007","Сергій","Майборода","2",7,-7
5,"2006-2007","Віталій","Майко","2",8,-7
5,"2006-2007","Олексій","Малиновський","2",9,-7
5,"2006-2007","Едуард","Матвійчук","2",10,-7
5,"2006-2007","Петро","Мельник","2",1,-8
5,"2006-2007","Михайло","Мельничук","2",2,-8
5,"2006-2007","Володимир","Мойсик","2",3,-8
5,"2006-2007","Леонід","Мордовець","2",4,-8
5,"2006-2007","Володимир","Наконечний","2",5,-8
5,"2006-2007","Микола","Одайник","2",6,-8
5,"2006-2007","Олександр","Омельченко","2",7,-8
5,"2006-2007","Микола","Оніщук","2",8,-8
5,"2006-2007","Сергій","Осика","2",9,-8
5,"2006-2007","Едуард","Павленко","2",10,-8
5,"2006-2007","Юрій","Павленко","2",1,-9
5,"2006-2007","Олександр","Пеклушенко","2",2,-9
5,"2006-2007","Петро","Писарчук","2",3,-9
5,"2006-2007","Михайло","Полянчич","2",4,-9
5,"2006-2007","Сергій","Потімков","2",5,-9
5,"2006-2007","Василь","Потапов","2",6,-9
5,"2006-2007","Олександр","Римарук","2",7,-9
5,"2006-2007","Микола","Рудьковський","2",8,-9
5,"2006-2007","Антон","Ружицький","2",9,-9
5,"2006-2007","Володимир","Сівкович","2",10,-9
5,"2006-2007","Микола","Садовий","2",1,-10
5,"2006-2007","Дмитро","Сандлер","2",2,-10
5,"2006-2007","Равіль","Сафіуллін","2",3,-10
5,"2006-2007","Дмитро","Святаш","2",4,-10
5,"2006-2007","Анатолій","Семинога","2",5,-10
5,"2006-2007","Юрій","Сербін","2",6,-10
5,"2006-2007","Георгій","Скудар","2",7,-10
5,"2006-2007","Віктор","Слаута","2",8,-10
5,"2006-2007","Микола","Сокирко","2",9,-10
5,"2006-2007","Іван","Сподаренко","2",10,-10
5,"2006-2007","Станіслав","Сташевський","2",1,-11
5,"2006-2007","Павло","Сулковський","2",2,-11
5,"2006-2007","Ярослав","Сухий","2",3,-11
5,"2006-2007","Валерій","Сушкевич","2",4,-11
5,"2006-2007","Віктор","Таран-Терен","2",5,-11
5,"2006-2007","Борис","Тарасюк","2",6,-11
5,"2006-2007","Віктор","Тихонов","2",7,-11
5,"2006-2007","Микола","Томенко","2",8,-11
5,"2006-2007","Віктор","Тополов","2",9,-11
5,"2006-2007","Олександр","Третьяков","2",10,-11
5,"2006-2007","Віктор","Турманов","2",1,-12
5,"2006-2007","Євген","Філіндаш","2",2,-12
5,"2006-2007","Ярослав","Федорчук","2",3,-12
5,"2006-2007","Олександр","Фельдман","2",4,-12
5,"2006-2007","Віталій","Хомутиннік","2",5,-12
5,"2006-2007","Олег","Царьов","2",6,-12
5,"2006-2007","Михайло","Чечетов","2",7,-12
5,"2006-2007","Тарас","Чорновіл","2",8,-12
5,"2006-2007","Андрій","Шкіль","2",9,-12
5,"2006-2007","Ігор","Шкіря","2",10,-12
5,"2006-2007","Володимир","Шкляр","2",1,-13
5,"2006-2007","Петро","Ющенко","2",2,-13
5,"2006-2007","Василь","Євтухов","3",3,-13
5,"2006-2007","Олександр","Єдін","3",4,-13
5,"2006-2007","Юрій","Єхануров","3",5,-13
5,"2006-2007","Алла","Александровська","3",6,-13
5,"2006-2007","Олег","Білорус","3",7,-13
5,"2006-2007","Олексій","Бабурін","3",8,-13
5,"2006-2007","Борис","Беспалий","3",9,-13
5,"2006-2007","Іван","Бокий","3",10,-13
5,"2006-2007","Олена","Бондаренко","3",1,-14
5,"2006-2007","Віктор","Борщевський","3",2,-14
5,"2006-2007","Олександр","Голуб","3",3,-14
5,"2006-2007","Богдан","Губський","3",4,-14
5,"2006-2007","Андрій","Деркач","3",5,-14
5,"2006-2007","Сергій","Ківалов","3",6,-14
5,"2006-2007","Анатолій","Кінах","3",7,-14
5,"2006-2007","В'ячеслав","Кириленко","3",8,-14
5,"2006-2007","Євген","Кирильчук","3",9,-14
5,"2006-2007","Юрій","Ключковський","3",10,-14
5,"2006-2007","Віктор","Король","3",1,-15
5,"2006-2007","Богдан","Костинюк","3",2,-15
5,"2006-2007","Микола","Кравченко","3",3,-15
5,"2006-2007","Олександр","Лєщинський","3",4,-15
5,"2006-2007","Валентин","Ландик","3",5,-15
5,"2006-2007","Сергій","Ларін","3",6,-15
5,"2006-2007","Володимир","Левцун","3",7,-15
5,"2006-2007","Микола","Мартиненко","3",8,-15
5,"2006-2007","Адам","Мартинюк","3",9,-15
5,"2006-2007","Сергій","Матвієнков","3",10,-15
5,"2006-2007","Валентин","Матвєєв","3",1,-16
5,"2006-2007","Анатолій","Наливайко","3",2,-16
5,"2006-2007","Василь","Онопенко","3",3,-16
5,"2006-2007","Володимир","Оплачко","3",4,-16
5,"2006-2007","Юрій","Оробець","3",5,-16
5,"2006-2007","Володимир","Пєхота","3",6,-16
5,"2006-2007","Михайло","Поживанов","3",7,-16
5,"2006-2007","Георгій","Пономаренко","3",8,-16
5,"2006-2007","Іван","Попеску","3",9,-16
5,"2006-2007","Петро","Порошенко","3",10,-16
5,"2006-2007","Володимир","Рибак","3",1,-17
5,"2006-2007","Євген","Сігал","3",2,-17
5,"2006-2007","Геннадій","Самофалов","3",3,-17
5,"2006-2007","Володимир","Стретович","3",4,-17
5,"2006-2007","Леонід","Танюк","3",5,-17
5,"2006-2007","Юлія","Тимошенко","3",6,-17
5,"2006-2007","Олександр","Турчинов","3",7,-17
5,"2006-2007","Геннадій","Удовенко","3",8,-17
5,"2006-2007","Василь","Хара","3",9,-17
5,"2006-2007","Василь","Хмельницький","3",10,-17
5,"2006-2007","Валерій","Чичков","3",1,-18
5,"2006-2007","Олександр","Чорноволенко","3",2,-18
5,"2006-2007","Рефат","Чубаров","3",3,-18
5,"2006-2007","Сергій","Чукмасов","3",4,-18
5,"2006-2007","Сергій","Шевчук","3",5,-18
5,"2006-2007","Віталій","Шибко","3",6,-18
5,"2006-2007","Федір","Шпиг","3",7,-18
5,"2006-2007","Володимир","Яворівський","3",8,-18
5,"2006-2007","Микола","Янковський","3",9,-18
5,"2006-2007","Роман","Безсмертний","4",10,-18
5,"2006-2007","Раїса","Богатирьова","4",1,-19
5,"2006-2007","Сергій","Буряк","4",2,-19
5,"2006-2007","Йосип","Вінський","4",3,-19
5,"2006-2007","Лілія","Григорович","4",4,-19
5,"2006-2007","Іван","Кириленко","4",5,-19
5,"2006-2007","Юрій","Крук","4",6,-19
5,"2006-2007","Левко","Лук'яненко","4",7,-19
5,"2006-2007","Володимир","Макеєнко","4",8,-19
5,"2006-2007","Євген","Мармазов","4",9,-19
5,"2006-2007","Анатолій","Матвієнко","4",10,-19
5,"2006-2007","Станіслав","Ніколаєнко","4",1,-20
5,"2006-2007","Григорій","Омельченко","4",2,-20
5,"2006-2007","Омелян","Парубок","4",3,-20
5,"2006-2007","Сергій","Сінченко","4",4,-20
5,"2006-2007","Катерина","Самойлик","4",5,-20
5,"2006-2007","Сергій","Сас","4",6,-20
5,"2006-2007","Валентина","Семенюк","4",7,-20
5,"2006-2007","Петро","Симоненко","4",8,-20
5,"2006-2007","Олександр","Стоян","4",9,-20
5,"2006-2007","Сергій","Терьохін","4",10,-20
5,"2006-2007","Олександр","Ткаченко","4",1,-21
5,"2006-2007","Петро","Цибенко","4",2,-21
5,"2006-2007","Василь","Цушко","4",3,-21
5,"2006-2007","Олександр","Борзих","5",4,-21
5,"2006-2007","Сергій","Головатий","5",5,-21
5,"2006-2007","Юхим","Звягільський","5",6,-21
5,"2006-2007","Ярослав","Кендзьор","5",7,-21
5,"2006-2007","Олександр","Мороз","5",8,-21
5,"2006-2007","Олег","Панасовський","5",9,-21
6,"2007-2012","Олександр","Єгоров","1",1,1
6,"2007-2012","Володимир","Іваненко","1",2,1
6,"2007-2012","Юрій","Іванющенко","1",3,1
6,"2007-2012","Ірина","Акімова","1",4,1
6,"2007-2012","Володимир","Ар'єв","1",5,1
6,"2007-2012","Гарегін","Арутюнов","1",6,1
6,"2007-2012","Олег","Бабаєв","1",7,1
6,"2007-2012","Валерій","Бабенко","1",8,1
6,"2007-2012","Валерій","Баранов","1",9,1
6,"2007-2012","Сергій","Баранов-Мохорт","1",10,1
6,"2007-2012","Віталій","Барвіненко","1",1,2
6,"2007-2012","Валерій","Бевз","1",2,2
6,"2007-2012","Ірина","Белоусова","1",3,2
6,"2007-2012","Ірина","Бережна","1",4,2
6,"2007-2012","Станіслав","Березкін","1",5,2
6,"2007-2012","Олександр","Бобильов","1",6,2
6,"2007-2012","Руслан","Богдан","1",7,2
6,"2007-2012","Юрій","Бойко","1",8,2
6,"2007-2012","Антоніна","Болюра","1",9,2
6,"2007-2012","Костянтин","Бондарєв","1",10,2
6,"2007-2012","Всеволод","Бородін","1",1,3
6,"2007-2012","Олексій","Боярчук","1",2,3
6,"2007-2012","Валерій","Букаєв","1",3,3
6,"2007-2012","Юрій","Бут","1",4,3
6,"2007-2012","Святослав","Вакарчук","1",5,3
6,"2007-2012","Сергій","Василенко","1",6,3
6,"2007-2012","Сергій","Васютін","1",7,3
6,"2007-2012","Сергій","Веліжанський","1",8,3
6,"2007-2012","Дмитро","Ветвицький","1",9,3
6,"2007-2012","Сергій","Власенко","1",10,3
6,"2007-2012","Євгеній","Волинець","1",1,4
6,"2007-2012","Юрій","Гайдаєв","1",2,4
6,"2007-2012","Юрій","Ганущак","1",3,4
6,"2007-2012","Валерій","Гацько","1",4,4
6,"2007-2012","Олег","Гейман","1",5,4
6,"2007-2012","Володимир","Герасимчук","1",6,4
6,"2007-2012","Ірина","Геращенко","1",7,4
6,"2007-2012","Сергій","Глазунов","1",8,4
6,"2007-2012","Ігор","Глущенко","1",9,4
6,"2007-2012","Ігор","Головченко","1",10,4
6,"2007-2012","Ірина","Горіна","1",1,5
6,"2007-2012","Сергій","Гордієнко","1",2,5
6,"2007-2012","Вадим","Гривковський","1",3,5
6,"2007-2012","Юрій","Гримчак","1",4,5
6,"2007-2012","Анатолій","Гриценко","1",5,5
6,"2007-2012","Андрій","Давиденко","1",6,5
6,"2007-2012","Віталій","Данілов","1",7,5
6,"2007-2012","Володимир","Даниленко","1",8,5
6,"2007-2012","Вікторія","Дем'янчук","1",9,5
6,"2007-2012","Володимир","Демішкан","1",10,5
6,"2007-2012","Іван","Денькович","1",1,6
6,"2007-2012","Микола","Деркач","1",2,6
6,"2007-2012","Євген","Добряк","1",3,6
6,"2007-2012","Олександр","Доній","1",4,6
6,"2007-2012","Валерій","Дубіль","1",5,6
6,"2007-2012","Олександр","Дубовой","1",6,6
6,"2007-2012","Геннадій","Задирко","1",7,6
6,"2007-2012","Олексій","Зарудний","1",8,6
6,"2007-2012","Ігор","Калєтнік","1",9,6
6,"2007-2012","Володимир","Каплієнко","1",10,6
6,"2007-2012","Владислав","Каськів","1",1,7
6,"2007-2012","Олександр","Киричок","1",2,7
6,"2007-2012","Олександр","Клименко","1",3,7
6,"2007-2012","Дмитро","Колєсніков","1",4,7
6,"2007-2012","Олена","Кондратюк","1",5,7
6,"2007-2012","Вадим","Коротюк","1",6,7
6,"2007-2012","Сергій","Кошин","1",7,7
6,"2007-2012","Андрій","Кравець","1",8,7
6,"2007-2012","Василь","Кравчук","1",9,7
6,"2007-2012","Валерій","Крайній","1",10,7
6,"2007-2012","Петро","Крупко","1",1,8
6,"2007-2012","Кирило","Куликов","1",2,8
6,"2007-2012","Михайло","Лівінський","1",3,8
6,"2007-2012","Володимир","Лемза","1",4,8
6,"2007-2012","Юрій","Литвин","1",5,8
6,"2007-2012","Віктор","Лозінський","1",6,8
6,"2007-2012","Катерина","Лук'янова","1",7,8
6,"2007-2012","Сергій","Луценко","1",8,8
6,"2007-2012","Сергій","Льовочкін","1",9,8
6,"2007-2012","Юлія","Льовочкіна","1",10,8
6,"2007-2012","Олег","Маліч","1",1,9
6,"2007-2012","Віктор","Матчук","1",2,9
6,"2007-2012","Іван","Мирний","1",3,9
6,"2007-2012","Юрій","Мороко","1",4,9
6,"2007-2012","Геннадій","Москаль","1",5,9
6,"2007-2012","Сергій","Мошак","1",6,9
6,"2007-2012","Андрій","Найдьонов","1",7,9
6,"2007-2012","Олег","Новіков","1",8,9
6,"2007-2012","Віктор","Олійник","1",9,9
6,"2007-2012","Олександр","Омельченко","1",10,9
6,"2007-2012","Денис","Омельянович","1",1,10
6,"2007-2012","Леся","Оробець","1",2,10
6,"2007-2012","Віктор","Павленко","1",3,10
6,"2007-2012","Андрій","Павловський","1",4,10
6,"2007-2012","Ігор","Палиця","1",5,10
6,"2007-2012","Андрій","Парубій","1",6,10
6,"2007-2012","Марина","Перестенко","1",7,10
6,"2007-2012","Василь","Петьовка","1",8,10
6,"2007-2012","Володимир","Пилипенко","1",9,10
6,"2007-2012","Віктор","Пилипишин","1",10,10
6,"2007-2012","Юрій","Полунєєв","1",1,11
6,"2007-2012","Олександр","Пономаренко","1",2,11
6,"2007-2012","Олександр","Попов","1",3,11
6,"2007-2012","Микола","Потапчук","1",4,11
6,"2007-2012","Юрій","Прокопчук","1",5,11
6,"2007-2012","Борис","Пудов","1",6,11
6,"2007-2012","Дмитро","Рева","1",7,11
6,"2007-2012","Валерій","Ремез","1",8,11
6,"2007-2012","Віктор","Сінченко","1",9,11
6,"2007-2012","Ігор","Савченко","1",10,11
6,"2007-2012","Остап","Семерак","1",1,12
6,"2007-2012","Михайло","Соколов","1",2,12
6,"2007-2012","Раїса","Сорочинська-Кириленко","1",3,12
6,"2007-2012","Олександр","Сочка","1",4,12
6,"2007-2012","Василь","Стельмашенко","1",5,12
6,"2007-2012","Анатолій","Степаненко","1",6,12
6,"2007-2012","Юрій","Стець","1",7,12
6,"2007-2012","Вадим","Столар","1",8,12
6,"2007-2012","Олександр","Супруненко","1",9,12
6,"2007-2012","Сергій","Тітенко","1",10,12
6,"2007-2012","Євген","Талишев","1",1,13
6,"2007-2012","Микола","Тимошенко","1",2,13
6,"2007-2012","Олег","Тищенко","1",3,13
6,"2007-2012","Микола","Трайдук","1",4,13
6,"2007-2012","Юрій","Трегубов","1",5,13
6,"2007-2012","Віктор","Уколов","1",6,13
6,"2007-2012","Павло","Унгурян","1",7,13
6,"2007-2012","Олександр","Фомін","1",8,13
6,"2007-2012","Валерій","Харлім","1",9,13
6,"2007-2012","Сергій","Харовський","1",10,13
6,"2007-2012","Сергій","Храпов","1",1,14
6,"2007-2012","Євген","Царьков","1",2,14
6,"2007-2012","Ігор","Черкаський","1",3,14
6,"2007-2012","Василь","Черній","1",4,14
6,"2007-2012","Олег","Черпіцький","1",5,14
6,"2007-2012","Юрій","Чмирь","1",6,14
6,"2007-2012","Василь","Чуднов","1",7,14
6,"2007-2012","Олег","Шевчук","1",8,14
6,"2007-2012","Віктор","Шемчук","1",9,14
6,"2007-2012","Еліна","Шишкіна","1",10,14
6,"2007-2012","Борис","Шиянов","1",1,15
6,"2007-2012","Микола","Шмідт","1",2,15
6,"2007-2012","Світлана","Шмельова","1",3,15
6,"2007-2012","Дмитро","Шпенов","1",4,15
6,"2007-2012","Антон","Яценко","1",5,15
6,"2007-2012","Арсеній","Яценюк","1",6,15
6,"2007-2012","Тамара","Єгоренко","2",1,0
6,"2007-2012","Ігор","Єресько","2",2,0
6,"2007-2012","Олександр","Єфремов","2",3,0
6,"2007-2012","Григорій","Ілляшов","2",4,0
6,"2007-2012","Сергій","Андрос","2",5,0
6,"2007-2012","Станіслав","Аржевітін","2",6,0
6,"2007-2012","Нуруліслам","Аркаллаєв","2",7,0
6,"2007-2012","Рінат","Ахметов","2",8,0
6,"2007-2012","Борис","Білаш","2",9,0
6,"2007-2012","Олексій","Білий","2",10,0
6,"2007-2012","Валерій","Бевзенко","2",1,-1
6,"2007-2012","Інна","Богословська","2",2,-1
6,"2007-2012","Вячеслав","Богуслаєв","2",3,-1
6,"2007-2012","Ольга","Боднар","2",4,-1
6,"2007-2012","Олександр","Бондар","2",5,-1
6,"2007-2012","Віктор","Бондаренко","2",6,-1
6,"2007-2012","Олена","Бондаренко","2",7,-1
6,"2007-2012","Валерій","Бондик","2",8,-1
6,"2007-2012","Валерій","Борисов","2",9,-1
6,"2007-2012","Віталій","Борт","2",10,-1
6,"2007-2012","Олександр","Буджерак","2",1,-2
6,"2007-2012","Павло","Бурлаков","2",2,-2
6,"2007-2012","Володимир","В'язівський","2",3,-2
6,"2007-2012","Олександр","Вілкул","2",4,-2
6,"2007-2012","Володимир","Вечерко","2",5,-2
6,"2007-2012","Олександр","Волков","2",6,-2
6,"2007-2012","Юрій","Воропаєв","2",7,-2
6,"2007-2012","Ігор","Воротнюк","2",8,-2
6,"2007-2012","Євгеній","Гєллєр","2",9,-2
6,"2007-2012","Петро","Гасюк","2",10,-2
6,"2007-2012","Ольга","Герасим'юк","2",1,-3
6,"2007-2012","Ганна","Герман","2",2,-3
6,"2007-2012","Степан","Глусь","2",3,-3
6,"2007-2012","Анатолій","Горбатюк","2",4,-3
6,"2007-2012","Сергій","Гриневецький","2",5,-3
6,"2007-2012","Василь","Грицак","2",6,-3
6,"2007-2012","Ігор","Гуменюк","2",7,-3
6,"2007-2012","Сергій","Гусаров","2",8,-3
6,"2007-2012","Олександр","Дарда","2",9,-3
6,"2007-2012","Борис","Дейч","2",10,-3
6,"2007-2012","Володимир","Демидко","2",1,-4
6,"2007-2012","Василь","Демчишен","2",2,-4
6,"2007-2012","Микола","Демянко","2",3,-4
6,"2007-2012","Людмила","Денісова","2",4,-4
