"convocation","gender","last_name","first_name","year","label","years"
2,1,"Косів","Михайло",1934,2,"1994-1998"
2,1,"Кравчук","Леонід",1934,3,"1994-1998"
2,1,"Магда","Іван",1934,4,"1994-1998"
2,1,"Пустовойтовський","Володимир",1934,5,"1994-1998"
2,1,"Брит","Віктор",1935,1,"1994-1998"
2,1,"Гетьман","Вадим",1935,2,"1994-1998"
2,1,"Говорун","Володимир",1935,3,"1994-1998"
2,1,"Грінцов","Іван",1935,4,"1994-1998"
2,1,"Олійник","Борис",1935,5,"1994-1998"
2,1,"Сторіжко","Володимир",1935,6,"1994-1998"
2,1,"Франчук","Анатолій",1935,7,"1994-1998"
2,1,"Юрковський","Віталій",1935,8,"1994-1998"
2,1,"Безуглий","Анатолій",1936,1,"1994-1998"
2,1,"Горинь","Богдан",1936,2,"1994-1998"
2,1,"Карасик","Владлен",1936,3,"1994-1998"
2,1,"Недригайло","Валентин",1936,4,"1994-1998"
2,1,"Ольховський","Борис",1936,5,"1994-1998"
2,1,"Пронюк","Євген",1936,6,"1994-1998"
2,1,"Тодоров","Євген",1936,7,"1994-1998"
2,1,"Бандурка","Олександр",1937,1,"1994-1998"
2,1,"Гладуш","Віктор",1937,2,"1994-1998"
2,1,"Гуров","Вадим",1937,3,"1994-1998"
2,1,"Дурдинець","Василь",1937,4,"1994-1998"
2,1,"Іванов","Василь",1937,5,"1994-1998"
2,1,"Коген","Юрій",1937,6,"1994-1998"
2,1,"Коструба","Іван",1937,7,"1994-1998"
2,1,"Лобенко","Анатолій",1937,8,"1994-1998"
2,1,"Мірошниченко","Людвіг",1937,9,"1994-1998"
2,1,"Мулява","Володимир",1937,10,"1994-1998"
2,1,"Осадчук","Петро",1937,11,"1994-1998"
2,1,"Степанов","Петро",1937,12,"1994-1998"
2,1,"Уланов","Валентин",1937,13,"1994-1998"
2,1,"Хмара","Степан",1937,14,"1994-1998"
2,1,"Чапюк","Ростислав",1937,15,"1994-1998"
2,1,"Чорновіл","Вячеслав",1937,16,"1994-1998"
2,1,"Чулаков","Євген",1937,17,"1994-1998"
2,1,"Яровенко","Володимир",1937,18,"1994-1998"
2,1,"Боровик","Олександр",1938,1,"1994-1998"
2,1,"Головко","Анатолій",1938,2,"1994-1998"
2,1,"Кочерга","Володимир",1938,3,"1994-1998"
2,1,"Кучма","Леонід",1938,4,"1994-1998"
2,1,"Мармазов","Євген",1938,5,"1994-1998"
2,1,"Олексєєнко","Володимир",1938,6,"1994-1998"
2,1,"Танюк","Леонід(Лесь)",1938,7,"1994-1998"
2,1,"Целих","Юрій",1938,8,"1994-1998"
2,1,"Вернигора","Леонід",1939,1,"1994-1998"
2,1,"Загородній","Григорій",1939,2,"1994-1998"
2,1,"Карасик","Юрій",1939,3,"1994-1998"
2,1,"Кочерга","Віктор",1939,4,"1994-1998"
2,1,"Луньов","Григорій",1939,5,"1994-1998"
2,1,"Мовчан","Павло",1939,6,"1994-1998"
2,1,"Пєхота","Володимир",1939,7,"1994-1998"
2,1,"Раханський","Анатолій",1939,8,"1994-1998"
2,1,"Ткаченко","Олександр",1939,9,"1994-1998"
2,2,"Старовойтова","Галина",1940,1,"1994-1998"
2,1,"Горбатюк","Мирослав",1940,2,"1994-1998"
2,1,"Долженко","Геннадій",1940,3,"1994-1998"
2,1,"Дорошевський","Михайло",1940,4,"1994-1998"
2,1,"Жулинський","Микола",1940,5,"1994-1998"
2,1,"Ілюшин","Володимир",1940,6,"1994-1998"
2,1,"Ілясевич","Ярослав",1940,7,"1994-1998"
2,1,"Іоффе","Юлій",1940,8,"1994-1998"
2,1,"Кондратюк","Анатолій",1940,9,"1994-1998"
2,1,"Мозер","Георгій",1940,10,"1994-1998"
2,1,"Найда","Георгій",1940,11,"1994-1998"
2,1,"Панасовський","Олег",1940,12,"1994-1998"
2,1,"Парубок","Омелян",1940,13,"1994-1998"
2,1,"Симоненко","Валентин",1940,14,"1994-1998"
2,1,"Ткаченко","Степан",1940,15,"1994-1998"
2,1,"Тютін","Вячеслав",1940,16,"1994-1998"
2,1,"Хунов","Анатолій",1940,17,"1994-1998"
2,1,"Череп","Валерій",1940,18,"1994-1998"
2,1,"Анненков","Єгор",1941,1,"1994-1998"
2,1,"Бряузов","Володимир",1941,2,"1994-1998"
2,1,"Гаманюк","Леонід",1941,3,"1994-1998"
2,1,"Горбаль","Микола",1941,4,"1994-1998"
2,1,"Євдокимов","Валерій",1941,5,"1994-1998"
2,1,"Заборний","Михайло",1941,6,"1994-1998"
2,1,"Зачосов","Вадим",1941,7,"1994-1998"
2,1,"Кендзьор","Ярослав",1941,8,"1994-1998"
2,1,"Климпуш","Орест",1941,9,"1994-1998"
2,1,"Крук","Юрій",1941,10,"1994-1998"
2,1,"Марчук","Євген",1941,11,"1994-1998"
2,1,"Мірошниченко","Юрій",1941,12,"1994-1998"
2,1,"Мішура","Валерій",1941,13,"1994-1998"
2,1,"Омеліч","Віктор",1941,14,"1994-1998"
2,1,"Плющ","Іван",1941,15,"1994-1998"
2,1,"Таран (Терен)","Віктор",1941,16,"1994-1998"
2,1,"Швидкий","Петро",1941,17,"1994-1998"
2,1,"Шевченко","Віктор",1941,18,"1994-1998"
2,1,"Шкрабак","Павло",1941,19,"1994-1998"
2,1,"Янко","Станіслав",1941,20,"1994-1998"
2,1,"Боделан","Руслан",1942,1,"1994-1998"
2,1,"Глухівський","Лев",1942,2,"1994-1998"
2,1,"Ківшик","Петро",1942,3,"1994-1998"
2,1,"Москаленко","Анатолій",1942,4,"1994-1998"
2,1,"Павловський","Михайло",1942,5,"1994-1998"
2,1,"Чернявський","Олексій",1942,6,"1994-1998"
2,1,"Яворівський","Володимир",1942,7,"1994-1998"
2,1,"Бондаренко","Віктор",1943,1,"1994-1998"
2,1,"Горохівський","Леон",1943,2,"1994-1998"
2,1,"Кірімов","Іван",1943,3,"1994-1998"
2,1,"Немировський","Володимир",1943,4,"1994-1998"
2,1,"Омельчук","Роман",1943,5,"1994-1998"
2,1,"Парасунько","Михайло",1943,6,"1994-1998"
2,1,"Плоткін","Вадим",1943,7,"1994-1998"
2,1,"Попов","Дмитро",1943,8,"1994-1998"
2,1,"Стоян","Олександр",1943,9,"1994-1998"
2,1,"Ямковий","Іван",1943,10,"1994-1998"
2,1,"Єгудін","Володимир",1944,1,"1994-1998"
2,1,"Заварзін","Микола",1944,2,"1994-1998"
2,1,"Капустян","Володимир",1944,3,"1994-1998"
2,1,"Кияк","Тарас",1944,4,"1994-1998"
2,1,"Ковалко","Михайло",1944,5,"1994-1998"
2,1,"Кожин","Борис",1944,6,"1994-1998"
2,1,"Коропенко","Антон",1944,7,"1994-1998"
2,1,"Кочерга","Віктор",1944,8,"1994-1998"
2,1,"Малєвський","Олександр",1944,9,"1994-1998"
2,1,"Мороз","Олександр",1944,10,"1994-1998"
2,1,"М'ясковський","Михайло",1944,11,"1994-1998"
2,1,"Писаренко","Анатолій",1944,12,"1994-1998"
2,1,"Пономаренко","Борис",1944,13,"1994-1998"
2,1,"Дронь","Анатолій",1945,1,"1994-1998"
2,1,"Ігнатенко","Олександр",1945,2,"1994-1998"
2,1,"Круцик","Роман",1945,3,"1994-1998"
2,1,"Моцпан","Анатолій",1945,4,"1994-1998"
2,1,"Пейгалайнен","Анатолій",1945,5,"1994-1998"
2,1,"Петренко","Анатолій",1945,6,"1994-1998"
2,1,"Пилипенко","Микола",1945,7,"1994-1998"
2,1,"Самофалов","Геннадій",1945,8,"1994-1998"
2,1,"Скіпальський","Олександр",1945,9,"1994-1998"
2,1,"Степанюк","Дмитро",1945,10,"1994-1998"
2,1,"Яковенко","Валентин",1945,11,"1994-1998"
2,1,"Буткевич","Володимир",1946,1,"1994-1998"
2,1,"Камінський","Леонід",1946,2,"1994-1998"
2,1,"Ландик","Валентин",1946,3,"1994-1998"
2,1,"Мельник","Петро",1946,4,"1994-1998"
2,1,"Мусіяка","Віктор",1946,5,"1994-1998"
2,1,"Носов","Владислав",1946,6,"1994-1998"
2,1,"Ричагов","Григорій",1946,7,"1994-1998"
2,1,"Сінченко","Сергій",1946,8,"1994-1998"
2,1,"Улинець","Василь",1946,9,"1994-1998"
2,1,"Шейко","Петро",1946,10,"1994-1998"
2,1,"Щербань","Євген",1946,11,"1994-1998"
2,2,"Ващук","Катерина",1947,1,"1994-1998"
2,2,"Марковська","Ніна",1947,2,"1994-1998"
2,1,"Азаров","Микола",1947,3,"1994-1998"
2,1,"Анісімов","Леонід",1947,4,"1994-1998"
2,1,"Бутейко","Антон",1947,5,"1994-1998"
2,1,"Волковецький","Степан",1947,6,"1994-1998"
2,1,"Гарькавий","Віталій",1947,7,"1994-1998"
2,1,"Головко","Володимир",1947,8,"1994-1998"
2,1,"Дудченко","Микола",1947,9,"1994-1998"
2,1,"Дьомін","Олег",1947,10,"1994-1998"
2,1,"Іванов","Валерій",1947,11,"1994-1998"
2,1,"Кожевников","Борис",1947,12,"1994-1998"
2,1,"Лупаков","Євген",1947,13,"1994-1998"
2,1,"Недвига","Григорій",1947,14,"1994-1998"
2,1,"Павленко","Едуард",1947,15,"1994-1998"
2,1,"Смірнов","Євген",1947,16,"1994-1998"
2,1,"Сокерчак","Вячеслав",1947,17,"1994-1998"
2,1,"Татаринов","Анатолій",1947,18,"1994-1998"
2,1,"Тітенко","Валерій",1947,19,"1994-1998"
2,1,"Черепков","Володимир",1947,20,"1994-1998"
2,1,"Чікал","Адам",1947,21,"1994-1998"
2,1,"Ярошинський","Богдан",1947,22,"1994-1998"
2,2,"Гошовська","Валентина",1948,1,"1994-1998"
2,2,"Пасечна","Людмила",1948,2,"1994-1998"
2,2,"Пшенична","Ольга",1948,3,"1994-1998"
2,1,"Васюра","Іван",1948,4,"1994-1998"
2,1,"Горбатюк","Микола",1948,5,"1994-1998"
2,1,"Гурвіц","Едуард",1948,6,"1994-1998"
2,1,"Довганчин","Григорій",1948,7,"1994-1998"
2,1,"Дондик","Микола",1948,8,"1994-1998"
2,1,"Євтухов","Василь",1948,9,"1994-1998"
2,1,"Ємельянов","Володимир",1948,10,"1994-1998"
2,1,"Єськов","Валентин",1948,11,"1994-1998"
2,1,"Запорожець","Юрій",1948,12,"1994-1998"
2,1,"Костицький","Михайло",1948,13,"1994-1998"
2,1,"Кузьменко","Сергій",1948,14,"1994-1998"
2,1,"Лавриненко","Микола",1948,15,"1994-1998"
2,1,"Овчаренко","Петро",1948,16,"1994-1998"
2,1,"Пилипчук","Володимир",1948,17,"1994-1998"
2,1,"Садько","Володимир",1948,18,"1994-1998"
2,1,"Сахань","Іван",1948,19,"1994-1998"
2,1,"Свято","Василь",1948,20,"1994-1998"
2,1,"Снігач","Андрій",1948,21,"1994-1998"
2,1,"Степенко","Василь",1948,22,"1994-1998"
2,1,"Тихонов","Юрій",1948,23,"1994-1998"
2,1,"Чумаченко","Микола",1948,24,"1994-1998"
2,1,"Шестаков","Віктор",1948,25,"1994-1998"
2,1,"Шибко","Віталій",1948,26,"1994-1998"
2,1,"Ягоферов","Анатолій",1948,27,"1994-1998"
2,1,"Агафонов","Анатолій",1949,1,"1994-1998"
2,1,"Бортник","Володимир",1949,2,"1994-1998"
2,1,"Вишнєвецький","Георгій",1949,3,"1994-1998"
2,1,"Кальник","Віктор",1949,4,"1994-1998"
2,1,"Карпов","Олександр",1949,5,"1994-1998"
2,1,"Масенко","Олександр",1949,6,"1994-1998"
2,1,"Меркушов","Віктор",1949,7,"1994-1998"
2,1,"Мухін","Володимир",1949,8,"1994-1998"
2,1,"Охріменко","Костянтин",1949,9,"1994-1998"
2,1,"Понеділко","Віктор",1949,10,"1994-1998"
2,1,"Роєнко","Віктор",1949,11,"1994-1998"
2,1,"Рудик","Іван",1949,12,"1994-1998"
2,1,"Сергієнко","Валерій",1949,13,"1994-1998"
2,1,"Степанов","Олександр",1949,14,"1994-1998"
2,1,"Худомака","Віктор",1949,15,"1994-1998"
2,1,"Цибенко","Петро",1949,16,"1994-1998"
2,1,"Борзих","Олександр",1950,1,"1994-1998"
2,1,"Бублик","Юрій",1950,2,"1994-1998"
2,1,"Бурячинський","Олександр",1950,3,"1994-1998"
2,1,"Глух","Іван",1950,4,"1994-1998"
2,1,"Голубченко","Анатолій",1950,5,"1994-1998"
2,1,"Діхтяренко","Григорій",1950,6,"1994-1998"
2,1,"Кузнєцов","Павло",1950,7,"1994-1998"
2,1,"Кулаков","Анатолій",1950,8,"1994-1998"
2,1,"Левченко","Анатолій",1950,9,"1994-1998"
2,1,"Лященко","Костянтин",1950,10,"1994-1998"
2,1,"Піскуновський","Костянтин",1950,11,"1994-1998"
2,1,"Семиноженко","Володимир",1950,12,"1994-1998"
2,1,"Спіженко","Юрій",1950,13,"1994-1998"
2,1,"Філіпчук","Георгій",1950,14,"1994-1998"
2,1,"Чумак","Микола",1950,15,"1994-1998"
2,1,"Щербань","Володимир",1950,16,"1994-1998"
2,2,"Вітренко","Наталія",1951,1,"1994-1998"
2,2,"Крандакова","Олена",1951,2,"1994-1998"
2,2,"Самойлик","Катерина",1951,3,"1994-1998"
2,2,"Штепа","Наталія",1951,4,"1994-1998"
2,1,"Бобриньов","Олександр",1951,5,"1994-1998"
2,1,"Болдирєв","Юрій",1951,6,"1994-1998"
2,1,"Динейкін","Григорій",1951,7,"1994-1998"
2,1,"Дроботов","Анатолій",1951,8,"1994-1998"
2,1,"Душейко","Петро",1951,9,"1994-1998"
2,1,"Костенко","Юрій",1951,10,"1994-1998"
2,1,"Кравчук","Володимир",1951,11,"1994-1998"
2,1,"Кризський","Юрій",1951,12,"1994-1998"
2,1,"Омельченко","Григорій",1951,13,"1994-1998"
2,1,"Петренко","Дмитро",1951,14,"1994-1998"
2,1,"Рудченко","Микола",1951,15,"1994-1998"
2,1,"Сидоренко","Григорій",1951,16,"1994-1998"
2,1,"Черновецький","Леонід",1951,17,"1994-1998"
2,1,"Яценко","Володимир",1951,18,"1994-1998"
2,1,"Бережний","Олексій",1952,1,"1994-1998"
2,1,"Бондаренко","Володимир",1952,2,"1994-1998"
2,1,"Гармаш","Леонід",1952,3,"1994-1998"
2,1,"Германчук","Петро",1952,4,"1994-1998"
2,1,"Довгань","Сергій",1952,5,"1994-1998"
2,1,"Заєць","Іван",1952,6,"1994-1998"
2,1,"Кудревич","Олександр",1952,7,"1994-1998"
2,1,"Кулінич","Володимир",1952,8,"1994-1998"
2,1,"Лановий","Володимир",1952,9,"1994-1998"
2,1,"Савченко","Віктор",1952,10,"1994-1998"
2,1,"Семенчук","Віктор",1952,11,"1994-1998"
2,1,"Симоненко","Петро",1952,12,"1994-1998"
2,1,"Степанов","Михайло",1952,13,"1994-1998"
2,1,"Стешенко","Олександр",1952,14,"1994-1998"
2,1,"Харламов","Віктор",1952,15,"1994-1998"
2,1,"Хмельовий","Анатолій",1952,16,"1994-1998"
2,1,"Чиж","Іван",1952,17,"1994-1998"
2,1,"Чобіт","Дмитро",1952,18,"1994-1998"
2,1,"Шишкін","Віктор",1952,19,"1994-1998"
2,1,"Яковенко","Олександр",1952,20,"1994-1998"
2,2,"Кужель","Олександра",1953,1,"1994-1998"
2,1,"Алексєєв","Володимир",1953,2,"1994-1998"
2,1,"Бабич","Валерій",1953,3,"1994-1998"
2,1,"Биченко","Микола",1953,4,"1994-1998"
2,1,"Білас","Іван",1953,5,"1994-1998"
2,1,"Білоус","Вячеслав",1953,6,"1994-1998"
2,1,"Бородіч","Леонід",1953,7,"1994-1998"
2,1,"Васильєв","Геннадій",1953,8,"1994-1998"
2,1,"Даниленко","Анатолій",1953,9,"1994-1998"
2,1,"Дмитренко","Олексій",1953,10,"1994-1998"
2,1,"Донченко","Юрій",1953,11,"1994-1998"
2,1,"Кашляков","Микола",1953,12,"1994-1998"
2,1,"Квятковський","Ігор",1953,13,"1994-1998"
2,1,"Лазаренко","Павло",1953,14,"1994-1998"
2,1,"Лінчак","Михайло",1953,15,"1994-1998"
2,1,"Марченко","Володимир",1953,16,"1994-1998"
2,1,"Петренко","Микола",1953,17,"1994-1998"
2,1,"Пудрик","Валерій",1953,18,"1994-1998"
2,1,"Рябченко","Олександр",1953,19,"1994-1998"
2,1,"Сластьон","Юрій",1953,20,"1994-1998"
2,1,"Таран","Микола",1953,21,"1994-1998"
2,1,"Терець","Валерій",1953,22,"1994-1998"
2,1,"Чеботарьов","Валентин",1953,23,"1994-1998"
2,1,"Чечетов","Михайло",1953,24,"1994-1998"
2,1,"Чорноусенко","Олег",1953,25,"1994-1998"
2,1,"Шаланський","Анатолій",1953,26,"1994-1998"
2,1,"Шамарин","Олександр",1953,27,"1994-1998"
2,1,"Шандрюк","Олександр",1953,28,"1994-1998"
2,2,"Радченко","Галина",1954,1,"1994-1998"
