"convocation","gender","last_name","first_name","year","label","years","start","age_at_start","full_name"
5,1,"Ружицький","Антон",1952,13,"2006-2007","2006",54,"Антон Ружицький"
5,1,"Сивульський","Микола",1952,14,"2006-2007","2006",54,"Микола Сивульський"
5,1,"Симоненко","Петро",1952,15,"2006-2007","2006",54,"Петро Симоненко"
5,1,"Слаута","Віктор",1952,16,"2006-2007","2006",54,"Віктор Слаута"
5,2,"Бахтеєва","Тетяна",1953,1,"2006-2007","2006",53,"Тетяна Бахтеєва"
5,2,"Богатирьова","Раїса",1953,2,"2006-2007","2006",53,"Раїса Богатирьова"
5,1,"Іванов","Володимир",1953,3,"2006-2007","2006",53,"Володимир Іванов"
5,1,"Беспалий","Борис",1953,4,"2006-2007","2006",53,"Борис Беспалий"
5,1,"Вечерко","Володимир",1953,5,"2006-2007","2006",53,"Володимир Вечерко"
5,1,"Гусаров","Сергій",1953,6,"2006-2007","2006",53,"Сергій Гусаров"
5,1,"Зварич","Роман",1953,7,"2006-2007","2006",53,"Роман Зварич"
5,1,"Клімов","Леонід",1953,8,"2006-2007","2006",53,"Леонід Клімов"
5,1,"Корж","Павло",1953,9,"2006-2007","2006",53,"Павло Корж"
5,1,"Матвієнко","Анатолій",1953,10,"2006-2007","2006",53,"Анатолій Матвієнко"
5,1,"Петрик","Петро",1953,11,"2006-2007","2006",53,"Петро Петрик"
5,1,"Сулковський","Павло",1953,12,"2006-2007","2006",53,"Павло Сулковський"
5,1,"Тулуб","Сергій",1953,13,"2006-2007","2006",53,"Сергій Тулуб"
5,1,"Урбанський","Ігор",1953,14,"2006-2007","2006",53,"Ігор Урбанський"
5,1,"Черноморов","Олександр",1953,15,"2006-2007","2006",53,"Олександр Черноморов"
5,1,"Чечетов","Михайло",1953,16,"2006-2007","2006",53,"Михайло Чечетов"
5,2,"Шишкіна","Зоя",1954,1,"2006-2007","2006",52,"Зоя Шишкіна"
5,1,"Єфремов","Олександр",1954,2,"2006-2007","2006",52,"Олександр Єфремов"
5,1,"Гірник","Євген",1954,3,"2006-2007","2006",52,"Євген Гірник"
5,1,"Головатий","Сергій",1954,4,"2006-2007","2006",52,"Сергій Головатий"
5,1,"Дарда","Олександр",1954,5,"2006-2007","2006",52,"Олександр Дарда"
5,1,"Довгий","Станіслав",1954,6,"2006-2007","2006",52,"Станіслав Довгий"
5,1,"Ківалов","Сергій",1954,7,"2006-2007","2006",52,"Сергій Ківалов"
5,1,"Кінах","Анатолій",1954,8,"2006-2007","2006",52,"Анатолій Кінах"
5,1,"Карпук","Володимир",1954,9,"2006-2007","2006",52,"Володимир Карпук"
5,1,"Костусєв","Олексій",1954,10,"2006-2007","2006",52,"Олексій Костусєв"
5,1,"Кузьменко","Петро",1954,11,"2006-2007","2006",52,"Петро Кузьменко"
5,1,"Маньковський","Григорій",1954,12,"2006-2007","2006",52,"Григорій Маньковський"
5,1,"Мироненко","Михайло",1954,13,"2006-2007","2006",52,"Михайло Мироненко"
5,1,"Одайник","Микола",1954,14,"2006-2007","2006",52,"Микола Одайник"
5,1,"Пеклушенко","Олександр",1954,15,"2006-2007","2006",52,"Олександр Пеклушенко"
5,1,"Потімков","Сергій",1954,16,"2006-2007","2006",52,"Сергій Потімков"
5,1,"Савчук","Олександр",1954,17,"2006-2007","2006",52,"Олександр Савчук"
5,1,"Сушкевич","Валерій",1954,18,"2006-2007","2006",52,"Валерій Сушкевич"
5,1,"Фалько","Володимир",1954,19,"2006-2007","2006",52,"Володимир Фалько"
5,1,"Цапюк","Степан",1954,20,"2006-2007","2006",52,"Степан Цапюк"
5,1,"Швець","Віктор",1954,21,"2006-2007","2006",52,"Віктор Швець"
5,2,"Бондаренко","Олена",1955,1,"2006-2007","2006",51,"Олена Бондаренко"
5,2,"Горбенко","Наталія",1955,2,"2006-2007","2006",51,"Наталія Горбенко"
5,1,"Баранівський","Олександр",1955,3,"2006-2007","2006",51,"Олександр Баранівський"
5,1,"Бондар","Олександр",1955,4,"2006-2007","2006",51,"Олександр Бондар"
5,1,"Воропаєв","Юрій",1955,5,"2006-2007","2006",51,"Юрій Воропаєв"
5,1,"Камчатний","Валерій",1955,6,"2006-2007","2006",51,"Валерій Камчатний"
5,1,"Логвиненко","Олексій",1955,7,"2006-2007","2006",51,"Олексій Логвиненко"
5,1,"Макієнко","Володимир",1955,8,"2006-2007","2006",51,"Володимир Макієнко"
5,1,"Оробець","Юрій",1955,9,"2006-2007","2006",51,"Юрій Оробець"
5,1,"Осика","Сергій",1955,10,"2006-2007","2006",51,"Сергій Осика"
5,1,"Писарчук","Петро",1955,11,"2006-2007","2006",51,"Петро Писарчук"
5,1,"Сігал","Євген",1955,12,"2006-2007","2006",51,"Євген Сігал"
5,1,"Сафіуллін","Равіль",1955,13,"2006-2007","2006",51,"Равіль Сафіуллін"
5,1,"Чорноволенко","Олександр",1955,14,"2006-2007","2006",51,"Олександр Чорноволенко"
5,1,"Чукмасов","Сергій",1955,15,"2006-2007","2006",51,"Сергій Чукмасов"
5,1,"Шевчук","Сергій",1955,16,"2006-2007","2006",51,"Сергій Шевчук"
5,1,"Єресько","Ігор",1956,1,"2006-2007","2006",50,"Ігор Єресько"
5,1,"Вінський","Йосип",1956,2,"2006-2007","2006",50,"Йосип Вінський"
5,1,"Волинець","Михайло",1956,3,"2006-2007","2006",50,"Михайло Волинець"
5,1,"Демчишен","Василь",1956,4,"2006-2007","2006",50,"Василь Демчишен"
5,1,"Кириленко","Іван",1956,5,"2006-2007","2006",50,"Іван Кириленко"
5,1,"Козуб","Олександр",1956,6,"2006-2007","2006",50,"Олександр Козуб"
5,1,"Малиновський","Олексій",1956,7,"2006-2007","2006",50,"Олексій Малиновський"
5,1,"Ніколаєнко","Станіслав",1956,8,"2006-2007","2006",50,"Станіслав Ніколаєнко"
5,1,"Наливайко","Анатолій",1956,9,"2006-2007","2006",50,"Анатолій Наливайко"
5,1,"Римарук","Олександр",1956,10,"2006-2007","2006",50,"Олександр Римарук"
5,1,"Сокирко","Микола",1956,11,"2006-2007","2006",50,"Микола Сокирко"
5,1,"Шпиг","Федір",1956,12,"2006-2007","2006",50,"Федір Шпиг"
5,2,"Білозір","Оксана",1957,1,"2006-2007","2006",49,"Оксана Білозір"
5,2,"Григорович","Лілія",1957,2,"2006-2007","2006",49,"Лілія Григорович"
5,2,"Карпачова","Ніна",1957,3,"2006-2007","2006",49,"Ніна Карпачова"
5,2,"Кондратьєва","Тетяна",1957,4,"2006-2007","2006",49,"Тетяна Кондратьєва"
5,2,"Прокопович","Наталія",1957,5,"2006-2007","2006",49,"Наталія Прокопович"
5,2,"Семенюк","Валентина",1957,6,"2006-2007","2006",49,"Валентина Семенюк"
5,1,"Борисов","Валерій",1957,7,"2006-2007","2006",49,"Валерій Борисов"
5,1,"Зубанов","Володимир",1957,8,"2006-2007","2006",49,"Володимир Зубанов"
5,1,"Корж","Віктор",1957,9,"2006-2007","2006",49,"Віктор Корж"
5,1,"Курило","Віталій",1957,10,"2006-2007","2006",49,"Віталій Курило"
5,1,"Ледида","Олександр",1957,11,"2006-2007","2006",49,"Олександр Ледида"
5,1,"Матвієнков","Сергій",1957,12,"2006-2007","2006",49,"Сергій Матвієнков"
5,1,"Мельник","Петро",1957,13,"2006-2007","2006",49,"Петро Мельник"
5,1,"Мойсик","Володимир",1957,14,"2006-2007","2006",49,"Володимир Мойсик"
5,1,"Олійник","Володимир",1957,15,"2006-2007","2006",49,"Володимир Олійник"
5,1,"Оніщук","Микола",1957,16,"2006-2007","2006",49,"Микола Оніщук"
5,1,"Сас","Сергій",1957,17,"2006-2007","2006",49,"Сергій Сас"
5,1,"Червонописький","Сергій",1957,18,"2006-2007","2006",49,"Сергій Червонописький"
5,1,"Чубаров","Рефат",1957,19,"2006-2007","2006",49,"Рефат Чубаров"
5,1,"Яковина","Микола",1957,20,"2006-2007","2006",49,"Микола Яковина"
5,2,"Герасим'юк","Ольга",1958,1,"2006-2007","2006",48,"Ольга Герасим'юк"
5,1,"Джарти","Василь",1958,2,"2006-2007","2006",48,"Василь Джарти"
5,1,"Зубик","Володимир",1958,3,"2006-2007","2006",48,"Володимир Зубик"
5,1,"Колесніченко","Вадим",1958,4,"2006-2007","2006",48,"Вадим Колесніченко"
5,1,"Костинюк","Богдан",1958,5,"2006-2007","2006",48,"Богдан Костинюк"
5,1,"Куйбіда","Василь",1958,6,"2006-2007","2006",48,"Василь Куйбіда"
5,1,"Лисов","Ігор",1958,7,"2006-2007","2006",48,"Ігор Лисов"
5,1,"Полянчич","Михайло",1958,8,"2006-2007","2006",48,"Михайло Полянчич"
5,1,"Скубенко","Володимир",1958,9,"2006-2007","2006",48,"Володимир Скубенко"
5,1,"Стретович","Володимир",1958,10,"2006-2007","2006",48,"Володимир Стретович"
5,1,"Якименко","Микола",1958,11,"2006-2007","2006",48,"Микола Якименко"
5,2,"Герман","Ганна",1959,1,"2006-2007","2006",47,"Ганна Герман"
5,1,"Данілін","Микола",1959,2,"2006-2007","2006",47,"Микола Данілін"
5,1,"Кічатий","Юрій",1959,3,"2006-2007","2006",47,"Юрій Кічатий"
5,1,"Козак","Володимир",1959,4,"2006-2007","2006",47,"Володимир Козак"
5,1,"Курпіль","Степан",1959,5,"2006-2007","2006",47,"Степан Курпіль"
5,1,"Лещенко","Віктор",1959,6,"2006-2007","2006",47,"Віктор Лещенко"
5,1,"Майборода","Сергій",1959,7,"2006-2007","2006",47,"Сергій Майборода"
5,1,"Муц","Орест",1959,8,"2006-2007","2006",47,"Орест Муц"
5,1,"Піскун","Святослав",1959,9,"2006-2007","2006",47,"Святослав Піскун"
5,1,"Рябека","Олександр",1959,10,"2006-2007","2006",47,"Олександр Рябека"
5,1,"Сенченко","Андрій",1959,11,"2006-2007","2006",47,"Андрій Сенченко"
5,2,"Богашева","Наталія",1960,1,"2006-2007","2006",46,"Наталія Богашева"
5,2,"Вітенко","Олена",1960,2,"2006-2007","2006",46,"Олена Вітенко"
5,2,"Денісова","Людмила",1960,3,"2006-2007","2006",46,"Людмила Денісова"
5,2,"Тимошенко","Юлія",1960,4,"2006-2007","2006",46,"Юлія Тимошенко"
5,1,"Єдін","Олександр",1960,5,"2006-2007","2006",46,"Олександр Єдін"
5,1,"Алексєєв","Ігор",1960,6,"2006-2007","2006",46,"Ігор Алексєєв"
5,1,"Зімін","Євген",1960,7,"2006-2007","2006",46,"Євген Зімін"
5,1,"Забзалюк","Роман",1960,8,"2006-2007","2006",46,"Роман Забзалюк"
5,1,"Заблоцький","Віталій",1960,9,"2006-2007","2006",46,"Віталій Заблоцький"
5,1,"Кальцев","Сергій",1960,10,"2006-2007","2006",46,"Сергій Кальцев"
5,1,"Мендусь","Ярослав",1960,11,"2006-2007","2006",46,"Ярослав Мендусь"
5,1,"Немиря","Григорій",1960,12,"2006-2007","2006",46,"Григорій Немиря"
5,1,"Одарченко","Юрій",1960,13,"2006-2007","2006",46,"Юрій Одарченко"
5,1,"Поживанов","Михайло",1960,14,"2006-2007","2006",46,"Михайло Поживанов"
5,1,"Присяжнюк","Микола",1960,15,"2006-2007","2006",46,"Микола Присяжнюк"
5,1,"Радковський","Олег",1960,16,"2006-2007","2006",46,"Олег Радковський"
5,1,"Сівкович","Володимир",1960,17,"2006-2007","2006",46,"Володимир Сівкович"
5,1,"Семинога","Анатолій",1960,18,"2006-2007","2006",46,"Анатолій Семинога"
5,1,"Фельдман","Олександр",1960,19,"2006-2007","2006",46,"Олександр Фельдман"
5,1,"Шкляр","Володимир",1960,20,"2006-2007","2006",46,"Володимир Шкляр"
5,2,"Антипенко","Ірина",1961,1,"2006-2007","2006",45,"Ірина Антипенко"
5,1,"Аржевітін","Станіслав",1961,2,"2006-2007","2006",45,"Станіслав Аржевітін"
5,1,"Аркаллаєв","Нуруліслам",1961,3,"2006-2007","2006",45,"Нуруліслам Аркаллаєв"
5,1,"Білий","Олексій",1961,4,"2006-2007","2006",45,"Олексій Білий"
5,1,"Берташ","Василь",1961,5,"2006-2007","2006",45,"Василь Берташ"
5,1,"Бичков","Сергій",1961,6,"2006-2007","2006",45,"Сергій Бичков"
5,1,"Грицак","Василь",1961,7,"2006-2007","2006",45,"Василь Грицак"
5,1,"Гуменюк","Ігор",1961,8,"2006-2007","2006",45,"Ігор Гуменюк"
5,1,"Кальніченко","Ігор",1961,9,"2006-2007","2006",45,"Ігор Кальніченко"
5,1,"Кріль","Ігор",1961,10,"2006-2007","2006",45,"Ігор Кріль"
5,1,"Кучеренко","Олексій",1961,11,"2006-2007","2006",45,"Олексій Кучеренко"
5,1,"Личук","Володимир",1961,12,"2006-2007","2006",45,"Володимир Личук"
5,1,"Мартиненко","Микола",1961,13,"2006-2007","2006",45,"Микола Мартиненко"
5,1,"Мельник","Станіслав",1961,14,"2006-2007","2006",45,"Станіслав Мельник"
5,1,"Сандлер","Дмитро",1961,15,"2006-2007","2006",45,"Дмитро Сандлер"
5,1,"Смітюх","Григорій",1961,16,"2006-2007","2006",45,"Григорій Смітюх"
5,1,"Чмирь","Сергій",1961,17,"2006-2007","2006",45,"Сергій Чмирь"
5,2,"Стасів","Любов",1962,1,"2006-2007","2006",44,"Любов Стасів"
5,1,"Абдуллін","Олександр",1962,2,"2006-2007","2006",44,"Олександр Абдуллін"
5,1,"Андрос","Сергій",1962,3,"2006-2007","2006",44,"Сергій Андрос"
5,1,"Богачук","Василь",1962,4,"2006-2007","2006",44,"Василь Богачук"
5,1,"Воротнюк","Ігор",1962,5,"2006-2007","2006",44,"Ігор Воротнюк"
5,1,"Гончаров","Михайло",1962,6,"2006-2007","2006",44,"Михайло Гончаров"
5,1,"Горбатюк","Анатолій",1962,7,"2006-2007","2006",44,"Анатолій Горбатюк"
5,1,"Данілов","Олексій",1962,8,"2006-2007","2006",44,"Олексій Данілов"
5,1,"Деревляний","Василь",1962,9,"2006-2007","2006",44,"Василь Деревляний"
5,1,"Жебрівський","Павло",1962,10,"2006-2007","2006",44,"Павло Жебрівський"
5,1,"Зубко","Юрій",1962,11,"2006-2007","2006",44,"Юрій Зубко"
5,1,"Калашніков","Олег",1962,12,"2006-2007","2006",44,"Олег Калашніков"
5,1,"Козаченко","Олексій",1962,13,"2006-2007","2006",44,"Олексій Козаченко"
5,1,"Колесніков","Борис",1962,14,"2006-2007","2006",44,"Борис Колесніков"
5,1,"Кравчук","Петро",1962,15,"2006-2007","2006",44,"Петро Кравчук"
5,1,"Ларін","Сергій",1962,16,"2006-2007","2006",44,"Сергій Ларін"
5,1,"Лебедєв","Павло",1962,17,"2006-2007","2006",44,"Павло Лебедєв"
5,1,"Лопушанський","Андрій",1962,18,"2006-2007","2006",44,"Андрій Лопушанський"
5,1,"Прасолов","Ігор",1962,19,"2006-2007","2006",44,"Ігор Прасолов"
5,1,"Сокіл","Андрій",1962,20,"2006-2007","2006",44,"Андрій Сокіл"
5,1,"Солтус","Павло",1962,21,"2006-2007","2006",44,"Павло Солтус"
5,1,"Федун","Олексій",1962,22,"2006-2007","2006",44,"Олексій Федун"
5,1,"Чертков","Юрій",1962,23,"2006-2007","2006",44,"Юрій Чертков"
5,1,"Івченко","Олексій",1963,1,"2006-2007","2006",43,"Олексій Івченко"
5,1,"Артеменко","Юрій",1963,2,"2006-2007","2006",43,"Юрій Артеменко"
5,1,"Бурлаков","Павло",1963,3,"2006-2007","2006",43,"Павло Бурлаков"
5,1,"В'язівський","Володимир",1963,4,"2006-2007","2006",43,"Володимир В'язівський"
5,1,"Губський","Богдан",1963,5,"2006-2007","2006",43,"Богдан Губський"
5,1,"Зейналов","Едуард",1963,6,"2006-2007","2006",43,"Едуард Зейналов"
5,1,"Кожара","Леонід",1963,7,"2006-2007","2006",43,"Леонід Кожара"
5,1,"Кравцов","Олександр",1963,8,"2006-2007","2006",43,"Олександр Кравцов"
5,1,"Матвійчук","Едуард",1963,9,"2006-2007","2006",43,"Едуард Матвійчук"
5,1,"Момот","Сергій",1963,10,"2006-2007","2006",43,"Сергій Момот"
5,1,"Терьохін","Сергій",1963,11,"2006-2007","2006",43,"Сергій Терьохін"
5,1,"Цушко","Василь",1963,12,"2006-2007","2006",43,"Василь Цушко"
5,1,"Шкіль","Андрій",1963,13,"2006-2007","2006",43,"Андрій Шкіль"
5,2,"Засуха","Тетяна",1964,1,"2006-2007","2006",42,"Тетяна Засуха"
5,2,"Ляпіна","Ксенія",1964,2,"2006-2007","2006",42,"Ксенія Ляпіна"
5,1,"Баграєв","Микола",1964,3,"2006-2007","2006",42,"Микола Баграєв"
5,1,"Бондик","Валерій",1964,4,"2006-2007","2006",42,"Валерій Бондик"
5,1,"Волков","Олександр",1964,5,"2006-2007","2006",42,"Олександр Волков"
5,1,"Горошкевич","Олександр",1964,6,"2006-2007","2006",42,"Олександр Горошкевич"
5,1,"Келестин","Валерій",1964,7,"2006-2007","2006",42,"Валерій Келестин"
5,1,"Клюєв","Андрій",1964,8,"2006-2007","2006",42,"Андрій Клюєв"
5,1,"Лісін","Микола",1964,9,"2006-2007","2006",42,"Микола Лісін"
5,1,"Лєщинський","Олександр",1964,10,"2006-2007","2006",42,"Олександр Лєщинський"
5,1,"Лук'янов","Владислав",1964,11,"2006-2007","2006",42,"Владислав Лук'янов"
5,1,"Надоша","Олег",1964,12,"2006-2007","2006",42,"Олег Надоша"
5,1,"Попеску","Іван",1964,13,"2006-2007","2006",42,"Іван Попеску"
5,1,"Ткаченко","Володимир",1964,14,"2006-2007","2006",42,"Володимир Ткаченко"
5,1,"Томенко","Микола",1964,15,"2006-2007","2006",42,"Микола Томенко"
5,1,"Турчинов","Олександр",1964,16,"2006-2007","2006",42,"Олександр Турчинов"
5,1,"Чорновіл","Тарас",1964,17,"2006-2007","2006",42,"Тарас Чорновіл"
5,1,"Шенцев","Дмитро",1964,18,"2006-2007","2006",42,"Дмитро Шенцев"
5,1,"Ядуха","Василь",1964,19,"2006-2007","2006",42,"Василь Ядуха"
5,2,"Боднар","Ольга",1965,1,"2006-2007","2006",41,"Ольга Боднар"
5,1,"Ілляшов","Григорій",1965,2,"2006-2007","2006",41,"Григорій Ілляшов"
5,1,"Безсмертний","Роман",1965,3,"2006-2007","2006",41,"Роман Безсмертний"
5,1,"Кеменяш","Олександр",1965,4,"2006-2007","2006",41,"Олександр Кеменяш"
5,1,"Кожем'якін","Андрій",1965,5,"2006-2007","2006",41,"Андрій Кожем'якін"
5,1,"Макеєнко","Володимир",1965,6,"2006-2007","2006",41,"Володимир Макеєнко"
5,1,"Плотніков","Олексій",1965,7,"2006-2007","2006",41,"Олексій Плотніков"
5,1,"Порошенко","Петро",1965,8,"2006-2007","2006",41,"Петро Порошенко"
5,1,"Саламатін","Дмитро",1965,9,"2006-2007","2006",41,"Дмитро Саламатін"
5,1,"Шкіра","Ігор",1965,10,"2006-2007","2006",41,"Ігор Шкіра"
5,1,"Шкіря","Ігор",1965,11,"2006-2007","2006",41,"Ігор Шкіря"
5,2,"Левченко","Катерина",1966,1,"2006-2007","2006",40,"Катерина Левченко"
5,1,"Ахметов","Рінат",1966,2,"2006-2007","2006",40,"Рінат Ахметов"
5,1,"Буряк","Сергій",1966,3,"2006-2007","2006",40,"Сергій Буряк"
5,1,"Жиденко","Ігор",1966,4,"2006-2007","2006",40,"Ігор Жиденко"
5,1,"Злочевський","Микола",1966,5,"2006-2007","2006",40,"Микола Злочевський"
5,1,"Зозуля","Руслан",1966,6,"2006-2007","2006",40,"Руслан Зозуля"
5,1,"Ковзель","Микола",1966,7,"2006-2007","2006",40,"Микола Ковзель"
5,1,"Корнійчук","Євген",1966,8,"2006-2007","2006",40,"Євген Корнійчук"
5,1,"Костенко","Павло",1966,9,"2006-2007","2006",40,"Павло Костенко"
5,1,"Пашинський","Сергій",1966,10,"2006-2007","2006",40,"Сергій Пашинський"
5,1,"Хмельницький","Василь",1966,11,"2006-2007","2006",40,"Василь Хмельницький"
5,1,"Цюрко","Петро",1966,12,"2006-2007","2006",40,"Петро Цюрко"
5,2,"Вершиніна","Інга",1967,1,"2006-2007","2006",39,"Інга Вершиніна"
5,2,"Лабунська","Анжеліка",1967,2,"2006-2007","2006",39,"Анжеліка Лабунська"
5,1,"Бондаренко","Віктор",1967,3,"2006-2007","2006",39,"Віктор Бондаренко"
5,1,"Голуб","Олександр",1967,4,"2006-2007","2006",39,"Олександр Голуб"
5,1,"Деркач","Андрій",1967,5,"2006-2007","2006",39,"Андрій Деркач"
5,1,"Довгий","Тарас",1967,6,"2006-2007","2006",39,"Тарас Довгий"
5,1,"Жванія","Давид",1967,7,"2006-2007","2006",39,"Давид Жванія"
5,1,"Каракай","Юрій",1967,8,"2006-2007","2006",39,"Юрій Каракай"
5,1,"Касянюк","Олександр",1967,9,"2006-2007","2006",39,"Олександр Касянюк"
5,1,"Катеринчук","Микола",1967,10,"2006-2007","2006",39,"Микола Катеринчук"
5,1,"Климець","Павло",1967,11,"2006-2007","2006",39,"Павло Климець"
5,1,"Куренной","Володимир",1967,12,"2006-2007","2006",39,"Володимир Куренной"
5,1,"Марущенко","Володимир",1967,13,"2006-2007","2006",39,"Володимир Марущенко"
5,1,"Рудьковський","Микола",1967,14,"2006-2007","2006",39,"Микола Рудьковський"
5,2,"Шустік","Олена",1968,1,"2006-2007","2006",38,"Олена Шустік"
5,1,"Волга","Василь",1968,2,"2006-2007","2006",38,"Василь Волга"
5,1,"Забарський","Владислав",1968,3,"2006-2007","2006",38,"Владислав Забарський"
5,1,"Кілінкаров","Спірідон",1968,4,"2006-2007","2006",38,"Спірідон Кілінкаров"
5,1,"Кириленко","В'ячеслав",1968,5,"2006-2007","2006",38,"В'ячеслав Кириленко"
5,1,"Ковтуненко","Олександр",1968,6,"2006-2007","2006",38,"Олександр Ковтуненко"
5,1,"Козаков","Ігор",1968,7,"2006-2007","2006",38,"Ігор Козаков"
5,1,"Омельченко","Олександр",1968,8,"2006-2007","2006",38,"Олександр Омельченко"
5,1,"Триндюк","Юрій",1968,9,"2006-2007","2006",38,"Юрій Триндюк"
5,1,"Шаманов","Валерій",1968,10,"2006-2007","2006",38,"Валерій Шаманов"
5,1,"Кий","Сергій",1969,1,"2006-2007","2006",37,"Сергій Кий"
5,1,"Клюєв","Сергій",1969,2,"2006-2007","2006",37,"Сергій Клюєв"
5,1,"Лелюк","Олексій",1969,3,"2006-2007","2006",37,"Олексій Лелюк"
5,1,"Чепинога","Віталій",1969,4,"2006-2007","2006",37,"Віталій Чепинога"
5,1,"Чудновський","Віталій",1969,5,"2006-2007","2006",37,"Віталій Чудновський"
5,1,"Ярощук","Володимир",1969,6,"2006-2007","2006",37,"Володимир Ярощук"
5,1,"Буряк","Олександр",1970,1,"2006-2007","2006",36,"Олександр Буряк"
5,1,"Гуменюк","Олег",1970,2,"2006-2007","2006",36,"Олег Гуменюк"
5,1,"Мірошниченко","Юрій",1970,3,"2006-2007","2006",36,"Юрій Мірошниченко"
5,1,"Орлов","Андрій",1970,4,"2006-2007","2006",36,"Андрій Орлов"
5,1,"Третьяков","Олександр",1970,5,"2006-2007","2006",36,"Олександр Третьяков"
5,1,"Царьов","Олег",1970,6,"2006-2007","2006",36,"Олег Царьов"
5,1,"Шепелев","Олександр",1970,7,"2006-2007","2006",36,"Олександр Шепелев"
5,1,"Горбаль","Василь",1971,1,"2006-2007","2006",35,"Василь Горбаль"
5,1,"Міщенко","Сергій",1971,2,"2006-2007","2006",35,"Сергій Міщенко"
5,1,"Святаш","Дмитро",1971,3,"2006-2007","2006",35,"Дмитро Святаш"
5,2,"Нетецька","Олена",1972,1,"2006-2007","2006",34,"Олена Нетецька"
5,1,"Борт","Віталій",1972,2,"2006-2007","2006",34,"Віталій Борт"
5,1,"Лук'янчук","Руслан",1972,3,"2006-2007","2006",34,"Руслан Лук'янчук"
5,1,"Ляшко","Олег",1972,4,"2006-2007","2006",34,"Олег Ляшко"
5,1,"Поляков","Василь",1972,5,"2006-2007","2006",34,"Василь Поляков"
5,1,"Селіваров","Андрій",1972,6,"2006-2007","2006",34,"Андрій Селіваров"
5,1,"Чмир","Юрій",1972,7,"2006-2007","2006",34,"Юрій Чмир"
5,2,"Лижичко","Руслана",1973,1,"2006-2007","2006",33,"Руслана Лижичко"
5,1,"Поліщук","Сергій",1973,2,"2006-2007","2006",33,"Сергій Поліщук"
5,1,"Портнов","Андрій",1973,3,"2006-2007","2006",33,"Андрій Портнов"
5,1,"Прутнік","Едуард",1973,4,"2006-2007","2006",33,"Едуард Прутнік"
5,1,"Шкрібляк","Анатолій",1973,5,"2006-2007","2006",33,"Анатолій Шкрібляк"
5,2,"Бондаренко","Олена",1974,1,"2006-2007","2006",32,"Олена Бондаренко"
5,1,"Вілкул","Олександр",1974,2,"2006-2007","2006",32,"Олександр Вілкул"
5,1,"Веревський","Андрій",1974,3,"2006-2007","2006",32,"Андрій Веревський"
5,1,"Гєллєр","Євгеній",1974,4,"2006-2007","2006",32,"Євгеній Гєллєр"
5,1,"Жеваго","Костянтин",1974,5,"2006-2007","2006",32,"Костянтин Жеваго"
5,1,"Журавко","Олексій",1974,6,"2006-2007","2006",32,"Олексій Журавко"
5,1,"Князевич","Руслан",1974,7,"2006-2007","2006",32,"Руслан Князевич"
5,1,"Мальцев","Володимир",1974,8,"2006-2007","2006",32,"Володимир Мальцев"
5,1,"Тедеєв","Ельбрус",1974,9,"2006-2007","2006",32,"Ельбрус Тедеєв"
5,1,"Щербань","Артем",1974,10,"2006-2007","2006",32,"Артем Щербань"
5,2,"Королевська","Наталія",1975,1,"2006-2007","2006",31,"Наталія Королевська"
5,1,"Олійник","Святослав",1975,2,"2006-2007","2006",31,"Святослав Олійник"
5,1,"Павленко","Юрій",1975,3,"2006-2007","2006",31,"Юрій Павленко"
5,1,"Синиця","Артем",1975,4,"2006-2007","2006",31,"Артем Синиця"
5,2,"Лукаш","Олена",1976,1,"2006-2007","2006",30,"Олена Лукаш"
5,1,"Зац","Олександр",1976,2,"2006-2007","2006",30,"Олександр Зац"
5,1,"Луцький","Максим",1976,3,"2006-2007","2006",30,"Максим Луцький"
5,1,"Пшонка","Артем",1976,4,"2006-2007","2006",30,"Артем Пшонка"
5,1,"Рибаков","Ігор",1976,5,"2006-2007","2006",30,"Ігор Рибаков"
5,1,"Хомутиннік","Віталій",1976,6,"2006-2007","2006",30,"Віталій Хомутиннік"
5,1,"Шевченко","Андрій",1976,7,"2006-2007","2006",30,"Андрій Шевченко"
5,2,"Ковалевська","Юлія",1977,1,"2006-2007","2006",29,"Юлія Ковалевська"
5,1,"Філіндаш","Євген",1977,2,"2006-2007","2006",29,"Євген Філіндаш"
5,1,"Крючков","Дмитро",1978,1,"2006-2007","2006",28,"Дмитро Крючков"
5,1,"Антемюк","Анатолій",1979,1,"2006-2007","2006",27,"Анатолій Антемюк"
5,1,"Калюжний","Віталій",1979,2,"2006-2007","2006",27,"Віталій Калюжний"
5,1,"Пінчук","Андрій",1980,1,"2006-2007","2006",26,"Андрій Пінчук"
5,1,"Писаренко","Валерій",1980,2,"2006-2007","2006",26,"Валерій Писаренко"
5,2,"Матюха","Валерія",1981,1,"2006-2007","2006",25,"Валерія Матюха"
5,1,"Волошенков","Дмитро",1981,2,"2006-2007","2006",25,"Дмитро Волошенков"
5,1,"Суслов","Євгеній",1981,3,"2006-2007","2006",25,"Євгеній Суслов"
5,1,"Янукович","Віктор",1981,4,"2006-2007","2006",25,"Віктор Янукович"
6,1,"Герасимов","Іван",1921,1,"2007-2012","2007",86,"Іван Герасимов"
6,1,"Сподаренко","Іван",1931,1,"2007-2012","2007",76,"Іван Сподаренко"
6,1,"Звягільський","Юхим",1933,1,"2007-2012","2007",74,"Юхим Звягільський"
6,1,"Косів","Михайло",1934,1,"2007-2012","2007",73,"Михайло Косів"
